Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Akish Caxumba,2021-05-05 00:33:28,00:28:03,Autoplayed: user action: User_Interaction; ,"Fuller House: Temporada 1: Segredos, mentiras e bombeiros (Episódio 8)",,Samsung 2017 Kant-M UHD TV Smart TV,00:26:55,00:26:55,BR (Brazil)
Akish Caxumba,2021-05-05 00:06:17,00:24:05,Autoplayed: user action: User_Interaction; ,Fuller House: Temporada 1: A festa nem tão épica da Ramona (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:00,00:24:00,BR (Brazil)
Akish Caxumba,2021-05-04 23:43:07,00:23:05,,Fuller House: Temporada 1: A lenda do El Explosivo (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:03,00:24:03,BR (Brazil)
Akish Caxumba,2021-05-04 23:17:59,00:25:06,,Fuller House: Temporada 1: O poderoso Max (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:26:05,00:26:05,BR (Brazil)
Akish Caxumba,2021-05-04 22:52:13,00:25:13,,Fuller House: Temporada 1: O plano de fuga (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:48,00:23:48,BR (Brazil)
Akish Caxumba,2021-05-04 19:44:58,00:26:12,Autoplayed: user action: User_Interaction; ,Fuller House: Temporada 1: A noite é demais (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:25:58,00:25:58,BR (Brazil)
Akish Caxumba,2021-05-04 19:19:16,00:25:31,Autoplayed: user action: User_Interaction; ,Fuller House: Temporada 1: Dia da mudança (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:25:44,00:25:44,BR (Brazil)
Akish Caxumba,2021-05-04 15:07:52,00:34:35,Autoplayed: user action: User_Interaction; ,"Fuller House: Temporada 1: O primeiro episódio, de novo (Episódio 1)",,Samsung 2017 Kant-M UHD TV Smart TV,00:34:35,00:34:35,BR (Brazil)
Akish Caxumba,2021-05-04 15:07:06,00:00:19,Autoplayed: user action: None; ,Trailer: Sombra e Ossos - The Afterparty,TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:19,00:00:19,BR (Brazil)
Akish Caxumba,2021-05-04 03:25:51,00:00:02,Autoplayed: user action: None; ,Sexify: Temporada 1: Episódio 1 (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:02,00:00:02,BR (Brazil)
Akish Caxumba,2021-05-04 03:20:43,00:00:02,Autoplayed: user action: None; ,Conversando com um serial killer: Ted Bundy: Minissérie: Um criminoso bonito (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:02,00:00:02,BR (Brazil)
Akish Caxumba,2021-05-04 03:18:22,00:00:02,Autoplayed: user action: None; ,Hitler's Circle of Evil: Temporada 1: Heróis e desajustados (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:02,00:00:02,BR (Brazil)
Akish Caxumba,2021-05-04 03:16:46,00:00:02,Autoplayed: user action: None; ,Don't F**k with Cats: Uma Caçada Online: Minissérie: Gato e rato (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:02,00:00:02,BR (Brazil)
Akish Caxumba,2021-05-02 03:12:28,00:00:01,Autoplayed: user action: None; ,Radioactive,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:01,00:00:01,BR (Brazil)
Akish Caxumba,2021-05-02 03:12:14,00:00:01,Autoplayed: user action: None; ,Descompensada,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:01,00:00:01,BR (Brazil)
Akish Caxumba,2021-05-02 03:11:56,00:00:07,Autoplayed: user action: None; ,O Homem sem Gravidade,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:07,00:00:07,BR (Brazil)
Akish Caxumba,2021-05-02 03:11:38,00:00:08,Autoplayed: user action: None; ,O Poço,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:08,00:00:08,BR (Brazil)
Akish Caxumba,2021-05-02 03:11:15,00:00:03,Autoplayed: user action: None; ,A Princesa e a Plebeia,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2021-05-02 03:10:53,00:00:02,Autoplayed: user action: None; ,Let's Dance,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:02,00:00:02,BR (Brazil)
Akish Caxumba,2021-05-02 03:10:26,00:00:06,Autoplayed: user action: None; ,Amor com Data Marcada,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:06,00:00:06,BR (Brazil)
Akish Caxumba,2021-05-02 03:09:57,00:00:04,Autoplayed: user action: None; ,O Menino que Descobriu o Vento,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:04,00:00:04,BR (Brazil)
Akish Caxumba,2021-05-02 03:09:40,00:00:03,Autoplayed: user action: None; ,Diga-me Quando,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2021-05-02 03:09:01,00:00:04,Autoplayed: user action: None; ,Mary Shelley,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:04,00:00:04,BR (Brazil)
Akish Caxumba,2021-05-02 03:08:31,00:00:07,Autoplayed: user action: None; ,Mary Shelley,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:07,Not latest view,BR (Brazil)
Akish Caxumba,2021-05-02 03:07:56,00:00:05,Autoplayed: user action: None; ,4L,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:05,00:00:05,BR (Brazil)
Akish Caxumba,2021-05-02 03:07:33,00:00:01,Autoplayed: user action: None; ,Explicando - A Mente: Minissérie: Memória (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:01,00:00:01,BR (Brazil)
Akish Caxumba,2021-05-02 03:07:23,00:00:02,Autoplayed: user action: None; ,Explicando - A Mente: Minissérie: Memória (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:02,Not latest view,BR (Brazil)
Akish Caxumba,2021-05-02 03:07:03,00:00:03,Autoplayed: user action: None; ,Amar,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2021-05-02 03:06:44,00:00:03,Autoplayed: user action: None; ,A Esperança é a Ultima que Morre,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2021-05-02 03:06:21,00:00:04,Autoplayed: user action: None; ,Easy: Temporada 1: A p**ra do estudo (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:04,00:00:04,BR (Brazil)
Akish Caxumba,2021-05-02 03:05:43,00:00:09,Autoplayed: user action: None; ,Casa Grande,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:09,00:00:09,BR (Brazil)
Akish Caxumba,2021-05-02 03:05:34,00:00:03,Autoplayed: user action: None; ,Se Algo Acontecer... Te Amo,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2021-05-02 03:04:27,00:00:01,Autoplayed: user action: None; ,A Terra e o Sangue,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:01,00:00:01,BR (Brazil)
Akish Caxumba,2021-05-02 03:04:09,00:00:03,Autoplayed: user action: None; ,Amor Assombrado,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2021-05-02 03:03:57,00:00:03,Autoplayed: user action: None; ,Creep,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2021-05-02 03:03:29,00:00:20,Autoplayed: user action: None; ,Santa Clarita Diet: Temporada 1: Morcego ou macaco? (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:20,00:00:20,BR (Brazil)
Akish Caxumba,2021-05-02 03:03:18,00:00:02,Autoplayed: user action: None; ,Save Me: Temporada 1: Episódio 1 (Episódio 1),,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:02,00:00:02,BR (Brazil)
Akish Caxumba,2021-05-02 03:03:04,00:00:06,Autoplayed: user action: None; ,Creep 2,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:06,00:00:06,BR (Brazil)
Akish Caxumba,2021-05-02 03:02:50,00:00:03,Autoplayed: user action: None; ,Maldição Paranormal,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2021-05-02 03:02:27,00:00:06,Autoplayed: user action: None; ,Reflexões de um Liquidificador,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:06,00:00:06,BR (Brazil)
Akish Caxumba,2021-05-02 03:02:05,00:00:05,Autoplayed: user action: None; ,Sinfonia da Necrópole,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:05,00:00:05,BR (Brazil)
Akish Caxumba,2021-05-02 03:01:46,00:00:02,Autoplayed: user action: None; ,Especial de Ano Todo com Clarice Falcão,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:02,00:00:02,BR (Brazil)
Akish Caxumba,2021-05-02 03:01:34,00:00:05,Autoplayed: user action: None; ,O Homem das Multidões,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:05,00:00:05,BR (Brazil)
Akish Caxumba,2021-05-02 03:01:17,00:00:09,Autoplayed: user action: None; ,A Ligação,,AOC AOC 2016 MT5800 with no FRC Smart TV,00:00:09,00:00:09,BR (Brazil)
